
현재 판매가격(충전소)

기준일자 : 20170202,,,,,,(단위 : 원/리터)
고유번호,지역,상호,주소,상표,셀프여부,LPG

A0020444,전남 영광군,영광엘피지충전소,전라남도 영광군 영광읍 영광로 632,S-OIL,일반,796
A0020507,전남 영광군,(주)영진에너지,전라남도 영광군 영광읍 천년로8길 1,GS칼텍스,일반,796
A0019744,전남 장성군,상무대LPG충전소,전남 장성군 삼서면 영장로 1910,SK에너지,일반,782
A0019861,전남 장성군,백제가스,전남 장성군 장성읍 방울샘길 29,GS칼텍스,일반,845
A0020008,전남 장성군,한길에너지 첨단LPG충전소,전남 장성군 남면 하서대로 66,GS칼텍스,일반,767
A0020027,전남 장성군,백양사(논산)주유소/충전소,전남 장성군 북일면 박산리 호남고속도로 108-1,GS칼텍스,일반,809
A0020046,전남 장성군,백양사(하)주유소,전남 장성군 북이면 호남고속도로 107-1,S-OIL,셀프,813
A0021498,전남 완도군,완도LPG충전소,전라남도 완도군 군외면 청해진로 168,자가상표,일반,801
A0021503,전남 완도군,청해진LPG충전소,전남 완도군 완도읍 장보고대로 77,S-OIL,일반,804
A0032819,전남 진도군,진도LPG,전라남도 진도군 진도읍 공설운동장길 14-2,GS칼텍스,일반,818
A0020784,전남 신안군,자동가스충전소,전남 신안군 지도읍 해제지도로 779,S-OIL,일반,813
A0000109,경북 포항시,청하LPG충전소,경북 포항시 북구 청하면 동해대로 2394,S-OIL,일반,799
A0000278,경북 포항시,해맞이충전소,경상북도 포항시 남구 동해면 동해안로 5099,S-OIL,일반,776
A0023602,경북 포항시,한승LPG충전소,경북 포항시 북구 흥해읍 동해대로 1916,S-OIL,일반,799
A0024358,경북 포항시,우천LPG충전소,경북 포항시 북구 새천년대로 1155 (장성동),SK가스,일반,800
A0024385,경북 포항시,구옥충전소,경북 포항시 남구 동해안로 5826 (일월동),S-OIL,일반,776
A0024388,경북 포항시,관문LPG충전소,경상북도 포항시 남구 연일읍 새천년대로 200 관문LPG충전소,SK가스,일반,769
A0024410,경북 포항시,호미곳주유소/충전소,경북 포항시 남구 동해면 동해안로 5211,SK에너지,일반,778
A0024420,경북 포항시,오천LPG충전소,경북 포항시 남구 오천읍 정몽주로 789,GS칼텍스,일반,797
A0024426,경북 포항시,대동LPG충전소,경북 포항시 남구 새천년대로 216 (효자동),GS칼텍스,일반,769
A0024433,경북 포항시,방석주유소/충전소,경북 포항시 북구 송라면 동해대로 3077,S-OIL,일반,799
A0024503,경북 포항시,성곡IC LPG충전소,경북 포항시 북구 흥해읍 동해대로 1121,SK가스,일반,800
A0024505,경북 포항시,자명LPG충전소,경북 포항시 남구 연일읍 자명로 104,SK에너지,일반,795
A0024534,경북 포항시,이동IC충전소,경북 포항시 남구 희망대로 353 (이동),GS칼텍스,일반,806
A0024609,경북 포항시,우현LPG충전소,경상북도 포항시 북구 소티재로 211 (우현동),E1,일반,803
A0024615,경북 포항시,포항충전소,경상북도 포항시 남구  희망대로 663 (대잠동),SK에너지,일반,794
A0024616,경북 포항시,포항장성LPG충정소,경북 포항시 북구 장량로 106,E1,일반,800
A0024622,경북 포항시,영일만LPG충전소,경상북도 포항시 북구  용흥로 251 (용흥동),SK에너지,일반,778
A0024629,경북 포항시,대송LPG충전소,경상북도 포항시 남구 대송면 철강로 154,GS칼텍스,일반,778
A0024661,경북 포항시,삼양산업(주)충전소,경북 포항시 북구 흥해읍 동해대로 1887,SK가스,일반,800
A0024662,경북 포항시,포항유업충전소,경북 포항시 북구 소티재로 70 (우현동),S-OIL,일반,803
A0024664,경북 포항시,대영산업(주)대영가스충전소,경북 포항시 남구 중앙로 151 (해도동),S-OIL,일반,800
A0024668,경북 포항시,(주)포항개인택시충전소,경북 포항시 남구 연일읍 형산강남로418번길 1,E1,일반,800
A0024688,경북 포항시,철강공단주유소,경상북도 포항시 남구  철강로 380 (호동),GS칼텍스,일반,778
A0024730,경북 포항시,한국광유(주)제2항구주유소(충전소),경북 포항시 북구 해동로 349 (항구동),SK에너지,일반,780
A0024738,경북 포항시,대잠충전소,경상북도 포항시 남구  희망대로 666 (상도동),SK에너지,일반,794
A0024748,경북 포항시,KK(주) 단지충전소,경북 포항시 남구 대송로 290 (동촌동),SK에너지,일반,769
A0024751,경북 포항시,대성산업(주)포항가스충전소,경북 포항시 남구 중앙로 51 (해도동),GS칼텍스,일반,778
A0024762,경북 포항시,포항IC주유소/충전소(주)신일,경북 포항시 북구 흥해읍 새마을로 362,GS칼텍스,일반,776
A0032873,경북 포항시,동아LPG충전소,경상북도 포항시 북구 용흥로 265 (용흥동),E1,일반,778
A0000101,경북 경주시,(주)케이피아이씨코포레이션,경북 경주시 산업로 3436 (도지동),자가상표,일반,795
A0004011,경북 경주시,(주)케이알산업경주(부산)주유소/충전소,경북 경주시 내남면 재량길 65,GS칼텍스,일반,799
A0022773,경북 경주시,안강LPG충전소,경북 경주시 안강읍 안현로 1597,S-OIL,일반,776
A0022866,경북 경주시,늘푸른충전소,경북 경주시 현곡면 형산로 446,GS칼텍스,일반,772
A0023146,경북 경주시,부자집LPG충전소,경북 경주시 서면 대경호 137,자가상표,일반,773
A0023791,경북 경주시,경주고속주유소/충전소,경북 경주시 강동면 산업로 5333,S-OIL,일반,773
A0023851,경북 경주시,모화주유소,경북 경주시 외동읍 산업로 1788,S-OIL,일반,799
A0023938,경북 경주시,삼일충전소,경상북도 경주시 천북면 산업로 4854,SK에너지,일반,769
A0023998,경북 경주시,남산가스충전소,경상북도 경주시 반구대로 3682-15 (배동),GS칼텍스,일반,795
A0024057,경북 경주시,경주충전소,경상북도 경주시  산업로 4385 (용강동),SK에너지,일반,811
A0024176,경북 경주시,베스트원주유소충전소,경상북도 경주시  태종로 260 (충효동),S-OIL,일반,768
A0024242,경북 경주시,한성산업(주),경북 경주시 광중길 18 (용강동),SK가스,일반,797
A0024268,경북 경주시,경주개인택시LPG충전소,경북 경주시 부엉길 9-5 (석장동),E1,일반,794
A0024309,경북 경주시,행복주유소/충전소,경북 경주시 태종로 315 (충효동),SK에너지,셀프,794
A0024310,경북 경주시,동방LPG충전소,경북 경주시 산업로 3593  (동방동),SK가스,일반,741
A0024312,경북 경주시,케이케이(주)보문충전소,경북 경주시 경감로 585 (천군동),SK에너지,일반,838
A0024317,경북 경주시,국제충전소,경상북도 경주시 금성로 179 (사정동),SK가스,일반,796
A0024324,경북 경주시,남경주IC 행복충전소,경북 경주시 외동읍 산업로 2759,현대오일뱅크,일반,795
A0024326,경북 경주시,남경주IC충전소,경북 경주시 외동읍 산업로 2785,S-OIL,일반,795
A0024328,경북 경주시,(주)구도일충전소,경북 경주시 서라벌대로 408 (율동),S-OIL,일반,798
A0024335,경북 경주시,(주)삼일경주충전소,경상북도 경주시 원화로 170 (인왕동),S-OIL,일반,793
A0024342,경북 경주시,㈜아워홈경주서라벌광장점(주유소.충전소),경상북도 경주시 서라벌대로 417 (율동),현대오일뱅크,일반,779
A0024675,경북 경주시,신라충전소LPG,경북 경주시 화랑로 14 (성건동),자가상표,일반,793
A0026423,경북 경주시,경주율동LPG충전소,경북 경주시 대경로 4682 (율동),S-OIL,일반,784
A0027387,경북 경주시,산대LPG충전소,경북 경주시 안강읍 중앙로 23,E1,일반,776
A0031730,경북 경주시,용강LPG충전소,경상북도 경주시 산업로 4490 (용강동),GS칼텍스,일반,793
A0032901,경북 경주시,아화만남충전소,경북 경주시 서면 대경로 3004,SK가스,일반,773
A0032929,경북 경주시,동천LPG충전소,경북 경주 알천북로 419,E1,일반,793
A0032950,경북 경주시,대현건천충전소,경북 경주 건천읍 대경로 3983,S-OIL,일반,772
A0012863,경북 김천시,김천평화충전소,경북 김천시 지좌강변길 27 (지좌동),E1,일반,752
A0025258,경북 김천시,김천LPG충전소,경상북도 김천시  영남대로 1348 (백옥동),GS칼텍스,일반,779
A0025266,경북 김천시,제일엘피지충전소,경상북도 김천시 영남대로 1630,S-OIL,일반,778
A0025325,경북 김천시,김천나들목충전소,경북 김천시 영남대로 1471 (부곡동),GS칼텍스,일반,780
A0025340,경북 김천시,행복한충전소,경북 김천시 영남대로 2159 (덕곡동),SK에너지,일반,752
A0025360,경북 김천시,아포가스충전소,경북 김천시 아포읍 아포대로 999,자가상표,일반,739
A0025371,경북 김천시,김천IC충전소,경북 김천시 대학로 55 (교동),S-OIL,일반,776
A0025456,경북 김천시,대광LPG충전소,경북 김천시 환경로 164 (대광동),GS칼텍스,일반,722
A0025482,경북 김천시,추풍령(하)주유소/충전소,경상북도 김천시 봉산면 경부고속도로 213-1,SK에너지,일반,849
A0025491,경북 김천시,삼립식품김천(서울)주유소,경북 김천시 농소면 경부고속도로 194-2,현대오일뱅크,셀프,849
A0025493,경북 김천시,추풍령(서울)주유소,경상북도 김천시 봉산면 경부고속도로 214-2,GS칼텍스,일반,851
A0025495,경북 김천시,(주)에스피씨삼립김천(부산방향)주유소,경상북도 김천시 농소면 경부고속도로 193-2,GS칼텍스,셀프,849
A0025499,경북 김천시,(주)화경 신도시충전소,경상북도 김천시 시청로 21,SK에너지,일반,775
A0025962,경북 김천시,(주)씨에스에너지직영 샛별LPG충전소,경북 김천시 아포읍 아포대로 696,SK에너지,일반,740
A0025712,경북 영주시,대영가스충전소,경북 영주시 원당로 358-8 (상망동),SK에너지,일반,824
A0025733,경북 영주시,동진충전소,경상북도 영주시 원당로 258 (상망동),GS칼텍스,일반,824
A0025734,경북 영주시,풍기LPG충전소,경상북도 영주시 봉현면 신재로 860,S-OIL,일반,810
A0025755,경북 영주시,영주가스충전소,경북 영주시 구성로294번길 6 (휴천동),GS칼텍스,일반,823
A0025783,경북 영주시,영주시민LPG충전소,경북 영주시 가흥로 167 (가흥동),E1,일반,824
A0025785,경북 영주시,우성충전소,경북 영주시 원당로 389 (상망동),SK에너지,일반,824
A0025790,경북 영주시,송리원LPG충전소,경북 영주시 이산면 경북대로 2932,GS칼텍스,일반,799
A0025793,경북 영주시,영주 IC LPG 충전소,경북 영주시 가흥로 81 (문정동),S-OIL,일반,824
A0023705,경북 영천시,(주)대성지엘영천충전소,경상북도 영천시 호국로 1524,SK에너지,일반,773
A0023861,경북 영천시,중앙고속,경북 영천시 금호읍 금호로 393-1,S-OIL,일반,815
A0023946,경북 영천시,영동 LPG 가스충전소,경북 영천시 장천길 6 (조교동),SK가스,일반,823
A0023954,경북 영천시,영천오렌지충전소,경상북도 영천시  호국로 108 (망정동),E1,일반,823
A0024051,경북 영천시,만남의충전소,경북 영천시 장수로 100 (화룡동),SK에너지,일반,823
A0024287,경북 영천시,씨앤에스에너지(주)영천(포항방향)주유소,경상북도 영천시 임고면 운주로 777,자가상표,일반,780
A0024288,경북 영천시,씨앤에스에너지(주)영천(대구방향)주유소,경상북도 영천시 임고면 운주로 791,자가상표,일반,780
A0024296,경북 영천시,(주)바이오시스청통(상)주유소/충전소,경상북도 영천시 청통면 청통로 334-42,S-OIL,일반,849
A0024302,경북 영천시,팔팔LPG충전소,경북 영천시 천문로 484 (화룡동),SK에너지,일반,823
A0025058,경북 영천시,영천고속LPG충전소,경북 영천시 영천I.C로 79 (봉동),S-OIL,일반,813
A0024890,경북 안동시,대동LPG충전소,경북 안동시 경북대로 176 (수상동),S-OIL,일반,806
A0024892,경북 안동시,옥동LPG충전소,경북 안동시 은행나무로 67 (옥동),S-OIL,일반,816
A0024929,경북 안동시,추광충전소,경북 안동시 경동로 1082 (용상동),SK에너지,일반,752
A0024961,경북 안동시,영풍LPG충전소,경북 안동시 경북대로 545 (송현동),SK에너지,일반,816
A0024988,경북 안동시,용두주유소/충전소,경북 안동시 남후면 경북대로 8002,GS칼텍스,일반,787
A0025079,경북 안동시,안동VIP주유소/충전소,경상북도 안동시 경동로 962 (용상동),E1,셀프,749
A0025088,경북 안동시,삼성충전소(SK),경북 안동시 태화중앙로 67 (태화동),SK에너지,일반,826
A0025097,경북 안동시,남안동IC충전소,경상북도 안동시 일직면풍일로2284,S-OIL,일반,785
A0025122,경북 안동시,(주)안동개인택시충전소,  경상북도 안동시 앙실로 402-17 (수하동),E1,일반,795
A0025169,경북 안동시,(주)광동유통 안동(부산방향)주유소,경북 안동시 풍산읍 풍산태사로 1903-27,S-OIL,일반,828
A0025170,경북 안동시,(주)광동유통 안동(춘천방향)주유소/충전소,경북 안동시 풍산읍 풍산태사로 1913-54,GS칼텍스,일반,828
A0025190,경북 안동시,대성산업(주)낙동강충전소,경북 안동시 경동로 823 (용상동),GS칼텍스,일반,752
A0005665,경북 구미시,굿모닝충전소,경상북도 구미시 새마을로 148 (사곡동),SK에너지,일반,740
A0022863,경북 구미시,오성가스충전소,경상북도 구미시 수출대로 106(공단동),GS칼텍스,일반,743
A0025922,경북 구미시,문화가스충전소,경북 구미시 구미중앙로 168 (원평동),GS칼텍스,일반,743
A0025932,경북 구미시,무궁화LPG충전소,경북 구미시 야은로 344 (도량동),SK에너지,일반,743
A0025959,경북 구미시,오태LPG충전소,경상북도 구미시  오태길 5 (오태동),SK가스,일반,703
A0025979,경북 구미시,구미가스충전소,경상북도 구미시 신비로 155 (비산동),S-OIL,일반,733
A0026004,경북 구미시,남구미ICLPG충전소,경상북도 구미시  낙동강변로 73 (오태동),현대오일뱅크,일반,787
A0026017,경북 구미시,구미장원LPG충전소,경북 구미시 야은로 666 (지산동),E1,일반,743
A0026018,경북 구미시,경북LPG충전소,경상북도 구미시 고아읍 선산대로 514,SK에너지,일반,743
